pmid	food-id	disease-id	association
27131100	Plant ID:3750	MESH:D051437	Positive
27131100	Plant ID:3750	MESH:D005759	Positive
27131100	Plant ID:3750	MESH:D003681	Positive
1108684	Plant ID:4577	MESH:D015576	Negative
1122569	Plant ID:4097	MESH:D057772	Negative
16573008	Plant ID:49657	MESH:D007249	Positive
16573008	Plant ID:49657	MESH:D007249	Positive
2998639	Plant ID:4097	MESH:D009369	Negative
3002724	Plant ID:4097	MESH:D000542	Negative
17726483	Plant ID:4565	MESH:D001523	Negative
17726483	Plant ID:4550	MESH:D001523	Negative
17726483	Plant ID:4513	MESH:D001523	Negative
16036407	Plant ID:4097	MESH:D001249	Negative
16046710	Plant ID:3712	MESH:D063646	Positive
16050806	Plant ID:263974	MESH:D009422	Positive
16054532	Plant ID:145753	MESH:D012871	Positive
16054532	Plant ID:145753	MESH:D012871	Positive
16054532	Plant ID:29724	MESH:D012871	Positive
16054532	Plant ID:29724	MESH:D012871	Positive
16060214	Plant ID:4097	MESH:D009765	Negative
16060214	Plant ID:4097	MESH:D003920	Negative
16060214	Plant ID:4097	MESH:D003327	Negative
16060214	Plant ID:4097	MESH:D010024	Negative
16060214	Plant ID:4097	MESH:D009369	Negative
2322934	Plant ID:4577	MESH:D056486	Positive
22662279	Plant ID:4097	MESH:D063646	Negative
22671941	Plant ID:4047	MESH:D003920	Positive
22687363	Plant ID:4097	MESH:D009373	Negative
22687518	Plant ID:35608	MESH:D014456	Positive
22691994	Plant ID:3864	MESH:D003920	Positive
22691994	Plant ID:3864	MESH:D003920	Positive
22692949	Plant ID:4097	MESH:D018197	Negative
28822987	Plant ID:153348	MESH:D010146	Positive
10882879	Plant ID:4097	MESH:D001791	Negative
10889651	Plant ID:3818	MESH:D004342	Negative
25367590	Plant ID:4265	MESH:D056486	Positive
25367590	Plant ID:4265	MESH:D004194	Positive
25367590	Plant ID:4265	MESH:D056486	Positive
25367590	Plant ID:4265	MESH:D004194	Positive
25367590	Plant ID:92921	MESH:D056486	Positive
25367590	Plant ID:92921	MESH:D004194	Positive
25367590	Plant ID:92921	MESH:D056486	Positive
25367590	Plant ID:92921	MESH:D004194	Positive
25371591	Plant ID:4090	MESH:D007249	Positive
25374400	Plant ID:4097	MESH:D004417	Negative
25381903	Plant ID:4679	MESH:D004342	Negative
25381903	Plant ID:4682	MESH:D004342	Negative
25384672	Plant ID:82528	MESH:D003865	Positive
26969403	Plant ID:39529	MESH:D005767	Positive
26969403	Plant ID:39529	MESH:D003248	Positive
26969403	Plant ID:39529	MESH:D015835	Positive
21169874	Plant ID:112863	MESH:D017496	Positive
21175354	Plant ID:4097	MESH:D008175	Negative
21188045	Plant ID:171929	MESH:D002318	Positive
27082059	Plant ID:94007	MESH:D010146	Positive
11289217	Plant ID:210369	MESH:D002761	Negative
11297839	Plant ID:105181	MESH:D005767	Positive
11297839	Plant ID:1008370	MESH:D005767	Positive
11303462	Plant ID:4081	MESH:D009369	Positive
11303462	Plant ID:4081	MESH:D009369	Positive
11306092	Plant ID:4097	MESH:D008175	Negative
11306092	Plant ID:4097	MESH:D008175	Negative
17938726	Plant ID:4097	MESH:D001249	Negative
17942256	Plant ID:316697	MESH:D010272	Positive
17942256	Plant ID:316697	MESH:D007249	Positive
17948736	Plant ID:136217	MESH:D006099	Positive
17951039	Plant ID:690795	MESH:D004194	Positive
17956979	Plant ID:3712	MESH:D007249	Positive
17956979	Plant ID:3712	MESH:D004487	Positive
17956979	Plant ID:3712	MESH:D004890	Positive
17966137	Plant ID:4682	MESH:D007511	Positive
17968701	Plant ID:13443	MESH:D006973	Negative
17968701	Plant ID:13443	MESH:D006973	Negative
17968701	Plant ID:13443	MESH:D006973	Negative
17968701	Plant ID:13443	MESH:D006973	Negative
17968701	Plant ID:13443	MESH:D006973	Negative
4036764	Plant ID:3750	MESH:D004342	Negative
26797515	Plant ID:71611	MESH:D009765	Positive
26800201	Plant ID:4565	MESH:D004342	Negative
26800201	Plant ID:4565	MESH:D004342	Negative
26800201	Plant ID:4565	MESH:D004342	Negative
26800201	Plant ID:4565	MESH:D004342	Negative
26806124	Plant ID:13443	MESH:D005355	Positive
26806124	Plant ID:13443	MESH:D005355	Positive
26817067	Plant ID:4097	MESH:D009369	Negative
26817067	Plant ID:4097	MESH:D009369	Negative
28358428	Plant ID:4182	MESH:D007003	Positive
28358620	Plant ID:13443	MESH:D005234	Positive
28358620	Plant ID:13443	MESH:D063646	Positive
28358620	Plant ID:13443	MESH:D008659	Positive
24691450	Plant ID:29655	MESH:D007239	Positive
24697689	Plant ID:4679	MESH:D009369	Positive
24697689	Plant ID:4679	MESH:D004194	Positive
24697904	Plant ID:57926	MESH:D056486	Positive
24699944	Plant ID:4097	MESH:D054198	Negative
24708947	Plant ID:52451	MESH:D007249	Positive
24712653	Plant ID:94328	MESH:D009325	Positive
24712653	Plant ID:94328	MESH:D014839	Positive
7536312	Plant ID:3860	MESH:D007842	Negative
7549378	Plant ID:4054	MESH:D006333	Positive
7549378	Plant ID:4054	MESH:D006333	Positive
21218059	Plant ID:233715	MESH:D004487	Positive
21218059	Plant ID:233715	MESH:D005334	Positive
26467061	Plant ID:4097	MESH:D012131	Negative
26467061	Plant ID:4097	MESH:D003371	Negative
26467116	Plant ID:118778	MESH:D001991	Positive
26467116	Plant ID:118778	MESH:D003371	Positive
26467116	Plant ID:118778	MESH:D013224	Positive
26471879	Plant ID:4097	MESH:D012135	Negative
26471879	Plant ID:4097	MESH:D012135	Negative
26471879	Plant ID:4097	MESH:D012135	Negative
26479870	Plant ID:145754	MESH:D007239	Positive
26479870	Plant ID:145754	MESH:D007249	Positive
3631457	Plant ID:4097	MESH:D012878	Negative
17493110	Plant ID:3483	MESH:D010259	Negative
17510524	Plant ID:119260	MESH:D004415	Positive
17510524	Plant ID:119260	MESH:D005756	Positive
17510524	Plant ID:119260	MESH:D009369	Positive
17516859	Plant ID:3847	MESH:D001943	Positive
17516859	Plant ID:3847	MESH:D001943	Positive
17517459	Plant ID:137229	MESH:D056486	Positive
17517459	Plant ID:137229	MESH:D009369	Positive
17517459	Plant ID:137229	MESH:D056486	Positive
17518271	Plant ID:4097	MESH:D063646	Negative
17518271	Plant ID:4097	MESH:D008175	Negative
17518271	Plant ID:4097	MESH:C538231	Negative
17518271	Plant ID:4097	MESH:D063646	Negative
17519959	Plant ID:4097	MESH:D013927	Negative
17519959	Plant ID:4097	MESH:D013927	Negative
17521730	Plant ID:4220	MESH:D004342	Negative
17521730	Plant ID:4220	MESH:D004342	Negative
17521730	Plant ID:4220	MESH:D004342	Negative
17521730	Plant ID:4220	MESH:D004342	Negative
1296197	Plant ID:3864	MESH:D012878	Positive
1296197	Plant ID:3888	MESH:D012878	Positive
1296197	Plant ID:4039	MESH:D012878	Positive
1296197	Plant ID:161934	MESH:D012878	Positive
1296197	Plant ID:3712	MESH:D012878	Positive
1296197	Plant ID:3712	MESH:D012878	Positive
1296197	Plant ID:3712	MESH:D012878	Positive
22923964	Plant ID:555479	MESH:D003866	Positive
22928540	Plant ID:94328	MESH:D009325	Positive
22928540	Plant ID:94328	MESH:D014839	Positive
22937434	Plant ID:3483	MESH:D008171	Negative
22937434	Plant ID:3483	MESH:D002637	Negative
17272824	Plant ID:127999	MESH:D007249	Positive
17276883	Plant ID:4530	MESH:D006255	Positive
17286858	Plant ID:4682	MESH:D005334	Positive
17288198	Plant ID:4097	MESH:D050197	Negative
17288227	Plant ID:4097	MESH:D004194	Negative
17288227	Plant ID:4097	MESH:D003643	Negative
17288227	Plant ID:4097	MESH:D009369	Negative
17292878	Plant ID:429560	MESH:D056486	Positive
17293938	Plant ID:78168	MESH:D007249	Positive
17293938	Plant ID:78168	MESH:D007239	Positive
17296876	Plant ID:3483	MESH:D008173	Positive
25925968	Plant ID:3821	MESH:D009369	Positive
25925968	Plant ID:3821	MESH:D009369	Positive
15661574	Plant ID:65561	MESH:D008569	Positive
15662964	Plant ID:3827	MESH:D004342	Negative
15671632	Plant ID:3311	MESH:D000532	Positive
15671686	Plant ID:74645	MESH:D056486	Positive
15671686	Plant ID:74645	MESH:D056486	Positive
15671690	Plant ID:49827	MESH:D014456	Positive
15671698	Plant ID:4682	MESH:D000743	Negative
15671698	Plant ID:4682	MESH:D000743	Negative
15671698	Plant ID:3565	MESH:D000740	Positive
20070100	Plant ID:13443	MESH:D013274	Negative
28202303	Plant ID:3483	MESH:D001523	Negative
23238034	Plant ID:13443	MESH:D006528	Negative
23238034	Plant ID:13443	MESH:D019698	Positive
23238034	Plant ID:13443	MESH:D019698	Positive
23238034	Plant ID:13443	MESH:D019698	Positive
23265488	Plant ID:3621	MESH:D006528	Positive
23265488	Plant ID:3621	MESH:D006528	Positive
24409979	Plant ID:48032	MESH:D003920	Positive
24409979	Plant ID:48032	MESH:D003920	Positive
24409979	Plant ID:48032	MESH:D003920	Positive
24417505	Plant ID:4722	MESH:D011470	Positive
24424498	Plant ID:94328	MESH:D009369	Positive
22098126	Plant ID:22663	MESH:D009369	Positive
22098126	Plant ID:22663	MESH:D009369	Positive
22098126	Plant ID:22663	MESH:D009369	Positive
22100334	Plant ID:3311	MESH:D020521	Positive
22109673	Plant ID:35924	MESH:D008107	Positive
22112483	Plant ID:4097	MESH:D009369	Negative
22125390	Plant ID:34199	MESH:D007239	Positive
22125390	Plant ID:124943	MESH:D007239	Positive
22125390	Plant ID:120290	MESH:D007239	Positive
22125390	Plant ID:120290	MESH:D007239	Positive
22125390	Plant ID:22663	MESH:D007239	Positive
22125390	Plant ID:22663	MESH:D007239	Positive
22125390	Plant ID:4442	MESH:D007239	Positive
964883	Plant ID:4679	MESH:D013927	Positive
964883	Plant ID:4682	MESH:D013927	Positive
7074536	Plant ID:4097	MESH:D009369	Negative
7074536	Plant ID:4097	MESH:D008048	Negative
7074536	Plant ID:4097	MESH:D009369	Negative
7074536	Plant ID:4097	MESH:D008048	Negative
20645759	Plant ID:48032	MESH:D005767	Positive
20645759	Plant ID:48032	MESH:D004415	Positive
20652054	Plant ID:4058	MESH:D010190	Positive
20653636	Plant ID:4097	MESH:D003643	Negative
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
20653974	Plant ID:128608	MESH:D009369	Positive
26526304	Plant ID:4682	MESH:D009369	Positive
26528921	Plant ID:136217	MESH:D004194	Positive
26528921	Plant ID:136217	MESH:D007239	Positive
26528921	Plant ID:136217	MESH:D003866	Positive
26549619	Plant ID:4068	MESH:D003920	Positive
26549619	Plant ID:4068	MESH:D003920	Positive
26552965	Plant ID:4097	MESH:D001523	Negative
17077570	Plant ID:3641	MESH:D013610	Negative
17083279	Plant ID:4097	MESH:D009369	Negative
17083279	Plant ID:4097	MESH:D017202	Negative
17083279	Plant ID:4097	MESH:D029424	Negative
17087778	Plant ID:4097	MESH:D006333	Negative
17089323	Plant ID:91201	MESH:D004244	Positive
17089323	Plant ID:91201	MESH:D004827	Positive
17089323	Plant ID:91201	MESH:D020521	Positive
17089323	Plant ID:91201	MESH:D003704	Positive
22391333	Plant ID:4565	MESH:D057765	Negative
22400806	Plant ID:49827	MESH:D009369	Positive
22405115	Plant ID:4097	MESH:C548016	Negative
22416660	Plant ID:398630	MESH:D015430	Positive
22416660	Plant ID:398630	MESH:D003920	Positive
22416660	Plant ID:398630	MESH:D003920	Positive
16152627	Plant ID:3712	MESH:D001943	Positive
16161450	Plant ID:292393	MESH:D056486	Positive
16161450	Plant ID:292393	MESH:D056486	Positive
16166336	Plant ID:4097	MESH:D000236	Negative
16169398	Plant ID:4097	MESH:D053713	Negative
16169398	Plant ID:4097	MESH:D007247	Negative
16173526	Plant ID:3922	MESH:D006562	Positive
16173526	Plant ID:22666	MESH:D006562	Positive
16173526	Plant ID:4505	MESH:D006562	Positive
16173526	Plant ID:4054	MESH:D006562	Positive
16173526	Plant ID:22663	MESH:D006562	Positive
14506628	Plant ID:4513	MESH:D003920	Positive
11194178	Plant ID:345099	MESH:D056486	Positive
11218379	Plant ID:4097	MESH:D007239	Negative
6287458	Plant ID:4565	MESH:D006937	Negative
28832233	Plant ID:137457	MESH:D008659	Positive
28832233	Plant ID:137457	MESH:D009765	Positive
28836454	Plant ID:55571	MESH:D002318	Positive
10191922	Plant ID:4097	MESH:D000402	Negative
10191922	Plant ID:4097	MESH:D001249	Negative
10191922	Plant ID:4097	MESH:D001249	Negative
10191922	Plant ID:4097	MESH:D001982	Negative
10191922	Plant ID:4097	MESH:D004342	Negative
10191922	Plant ID:4097	MESH:D004342	Negative
10197745	Plant ID:112883	MESH:D001855	Positive
10198352	Plant ID:4097	MESH:D001991	Negative
10198352	Plant ID:4097	MESH:D001249	Negative
10198352	Plant ID:4097	MESH:D003550	Negative
10198352	Plant ID:4097	MESH:D007249	Negative
10202351	Plant ID:4513	MESH:D004342	Negative
10202351	Plant ID:4513	MESH:D004342	Negative
10202351	Plant ID:4513	MESH:D014581	Negative
10202351	Plant ID:4513	MESH:D004342	Negative
10202351	AlcoholicBev ID:2	MESH:D014581	Negative
10202351	AlcoholicBev ID:2	MESH:D014581	Negative
10202351	AlcoholicBev ID:2	MESH:D004342	Negative
10202396	Plant ID:4442	MESH:D058739	Positive
10204370	Plant ID:3311	MESH:D001927	Positive
21652187	Plant ID:40880	MESH:D005767	Negative
21652187	Plant ID:124794	MESH:D020258	Negative
21653626	Plant ID:43879	MESH:D003920	Positive
21659471	Plant ID:3483	MESH:D006471	Positive
21676274	Plant ID:39367	MESH:D015431	Positive
21676274	Plant ID:39367	MESH:D008659	Positive
21676274	Plant ID:39367	MESH:D015431	Positive
21676274	Plant ID:39367	MESH:D008659	Positive
6452257	Plant ID:127999	MESH:D003877	Negative
6470829	Plant ID:4513	MESH:D009375	Negative
6470829	Plant ID:4513	MESH:C536482	Negative
6470829	Plant ID:4513	MESH:D009375	Negative
6470829	Plant ID:4513	MESH:C536482	Negative
28067413	Plant ID:53751	MESH:D003141	Positive
16281828	Plant ID:68527	MESH:D003967	Positive
16298503	Plant ID:175694	MESH:D003920	Positive
16298503	Plant ID:175694	MESH:D003920	Positive
16298503	Plant ID:175694	MESH:D003920	Positive
6890671	Plant ID:3847	MESH:D013274	Positive
20924865	Plant ID:128608	MESH:D003920	Positive
20933287	Plant ID:119260	MESH:D009369	Positive
27171670	Plant ID:3621	MESH:D009369	Positive
27171670	Plant ID:3621	MESH:D009369	Positive
27188280	Plant ID:3311	MESH:D063646	Positive
17066115	Plant ID:3483	MESH:D019966	Negative
17068414	Plant ID:4097	MESH:D008175	Negative
23964569	Plant ID:13750	MESH:D014552	Positive
23972243	Plant ID:263974	MESH:D008569	Positive
23972243	Plant ID:263974	MESH:D008569	Positive
27043076	Plant ID:3847	MESH:D001943	Negative
27043357	Plant ID:4073	MESH:D006528	Positive
27047097	Plant ID:120290	MESH:D003967	Positive
27047097	Plant ID:120290	MESH:D007239	Positive
16886892	Plant ID:4081	MESH:D009369	Positive
16886892	Plant ID:4081	MESH:D001943	Positive
16902719	Plant ID:3483	MESH:D019966	Negative
28505464	Plant ID:4054	MESH:D006333	Positive
28972007	Plant ID:4097	MESH:D009369	Negative
8491218	Plant ID:4682	MESH:D009422	Negative
8509575	Plant ID:3981	MESH:D004342	Negative
17766064	Plant ID:94328	MESH:D009369	Positive
10548399	Plant ID:555479	MESH:D013274	Positive
10555301	Plant ID:5322	MESH:D050197	Positive
10555301	Plant ID:5322	MESH:D058226	Positive
10555301	Plant ID:5322	MESH:D003327	Positive
10555301	Plant ID:5322	MESH:D005355	Positive
10563539	Plant ID:13443	MESH:D005764	Negative
25967668	Plant ID:194251	MESH:D007249	Positive
25967668	Plant ID:194251	MESH:D009369	Positive
25967668	Plant ID:194251	MESH:D009369	Positive
25967668	Plant ID:194251	MESH:D009369	Positive
25967668	Plant ID:194251	MESH:D009369	Positive
19410260	Plant ID:32101	MESH:D001749	Negative
19418355	Plant ID:126910	MESH:D002375	Positive
19429307	Plant ID:4270	MESH:D004427	Positive
19429326	Plant ID:384659	MESH:D001168	Positive
19429326	Plant ID:384659	MESH:D001168	Positive
19429326	Plant ID:384659	MESH:D009410	Positive
27363925	Plant ID:4097	MESH:D001289	Negative
24041017	Plant ID:3735	MESH:D009369	Positive
24044494	Plant ID:22663	MESH:D003967	Positive
24044494	Plant ID:22663	MESH:D007411	Positive
24049238	Plant ID:4097	MESH:D006973	Negative
29120352	Plant ID:13443	MESH:D009369	Positive
29120352	Plant ID:13443	MESH:D016889	Positive
29120352	Plant ID:13443	MESH:D009369	Positive
29120352	Plant ID:13443	MESH:D016889	Positive
29120352	Plant ID:13443	MESH:D009369	Positive
25549922	Plant ID:126910	MESH:D009369	Positive
25549922	Plant ID:285590	MESH:D009369	Positive
25554213	Plant ID:4097	MESH:D011014	Negative
25559866	Plant ID:3641	MESH:D003920	Positive
25564114	Plant ID:4097	MESH:D009369	Negative
25572175	Plant ID:4530	MESH:D008659	Negative
25577704	Plant ID:32101	MESH:D009369	Negative
25579382	Plant ID:4081	MESH:D009369	Positive
10531760	Plant ID:3311	MESH:D006470	Negative
24891679	Plant ID:4081	MESH:D003876	Negative
24897342	Plant ID:4530	MESH:D050171	Positive
24897982	Plant ID:4097	MESH:D003643	Negative
24899378	Plant ID:4097	MESH:D034381	Negative
25843197	Plant ID:3832	MESH:D003248	Positive
25843197	Plant ID:3832	MESH:D043183	Positive
25856540	Plant ID:4097	MESH:D001049	Negative
25856709	Plant ID:13216	MESH:D050171	Positive
25856709	Plant ID:13216	MESH:D003920	Positive
25856709	Plant ID:13216	MESH:D006973	Positive
21106357	Plant ID:171929	MESH:D008231	Negative
21106366	Plant ID:4097	MESH:D063646	Negative
21106930	Plant ID:4113	MESH:D007249	Positive
21110780	Plant ID:136217	MESH:D009369	Positive
20736821	Plant ID:3641	MESH:D002318	Positive
8103101	Plant ID:46367	MESH:D014456	Positive
8103101	Plant ID:46367	MESH:D013272	Positive
1449267	Plant ID:4097	MESH:D009369	Negative
1449267	Plant ID:4097	MESH:D002277	Negative
1457281	Plant ID:3708	MESH:D012595	Negative
28107097	Plant ID:65561	MESH:D003920	Positive
20197300	Plant ID:3641	MESH:D010146	Positive
17875387	Plant ID:4682	MESH:D003920	Positive
17875387	Plant ID:4682	MESH:D003920	Positive
17875387	Plant ID:4682	MESH:D003920	Positive
17889918	Plant ID:4615	MESH:D013927	Positive
28858244	Plant ID:175694	MESH:D009369	Positive
28858244	Plant ID:175694	MESH:D007938	Positive
28621268	Plant ID:4097	MESH:D009369	Negative
28621268	Plant ID:4097	MESH:D009369	Negative
28621268	Plant ID:4097	MESH:D001523	Negative
28621268	Plant ID:4097	MESH:D009062	Negative
28282409	Plant ID:13443	MESH:D009765	Positive
28282409	Plant ID:13443	MESH:D009765	Positive
28282409	Plant ID:13443	MESH:D009765	Positive
28781027	Plant ID:4097	MESH:D003643	Negative
28781027	Plant ID:4097	MESH:D050197	Negative
28781027	Plant ID:4097	MESH:D009203	Negative
16741555	Plant ID:4577	MESH:D063646	Negative
21499478	Plant ID:4682	MESH:D003704	Positive
21499478	Plant ID:4682	MESH:D003704	Positive
21499478	Plant ID:4682	MESH:D064420	Positive
21501041	Plant ID:219868	MESH:D011023	Positive
21501041	Plant ID:219868	MESH:D012480	Positive
21510867	Plant ID:4081	MESH:D012480	Negative
21510867	Plant ID:4081	MESH:D012480	Negative
21515352	Plant ID:113208	MESH:D009369	Positive
21515352	Plant ID:113208	MESH:D009369	Positive
21515352	Plant ID:113208	MESH:D007249	Positive
22002681	Plant ID:4097	MESH:D003643	Negative
22002681	Plant ID:4097	MESH:D009369	Negative
22002681	Plant ID:4097	MESH:D002318	Negative
22002681	Plant ID:4097	MESH:D008171	Negative
22002681	Plant ID:4097	MESH:D002318	Negative
22002681	Plant ID:4097	MESH:D008175	Negative
12092	Plant ID:4097	MESH:D009369	Negative
12092	Plant ID:4097	MESH:D009369	Negative
29496	Plant ID:3483	MESH:D011605	Negative
24211596	Plant ID:124943	MESH:D001008	Negative
24215675	Plant ID:182917	MESH:D009369	Positive
24222662	Plant ID:4217	MESH:D009369	Positive
24222662	Plant ID:4217	MESH:D009369	Positive
24222662	Plant ID:4217	MESH:D009369	Positive
24223387	Plant ID:13443	MESH:D005221	Positive
24224098	Plant ID:3847	MESH:D015179	Positive
15144215	Plant ID:4097	MESH:D063646	Negative
15159016	Plant ID:4442	MESH:D009369	Positive
15159016	Plant ID:4442	MESH:D009369	Positive
15159016	Plant ID:4442	MESH:D009369	Positive
15159016	Plant ID:4442	MESH:D009369	Positive
15159016	Plant ID:4442	MESH:D009369	Positive
10356960	Plant ID:34199	MESH:D007249	Positive
22069761	Plant ID:3988	MESH:D011041	Negative
22076835	Plant ID:3483	MESH:D001523	Positive
22082311	Plant ID:3747	MESH:D008659	Positive
22089206	Plant ID:44588	MESH:D015427	Positive
3663253	Plant ID:4097	MESH:D013919	Negative
24075762	Plant ID:3847	MESH:D050197	Positive
24090144	Plant ID:3758	MESH:D009765	Positive
24090144	Plant ID:3758	MESH:D003920	Positive
24090144	Plant ID:3758	MESH:D002318	Negative
24090820	Plant ID:50507	MESH:D009410	Positive
24099724	Plant ID:3627	MESH:D008659	Positive
24102527	Plant ID:289799	MESH:D009422	Positive
26950105	Plant ID:43166	MESH:D033461	Positive
