common-names	food-name	food-id	food-category	scientific-name	tax-id
	Cardamine raphanifolia	Plant ID:82355	Miscellaneous	Cardamine raphanifolia	82355.0
coralroot bittercres; coralroot bittercress; coralroot bittercre	Coralroot bittercres	Plant ID:82356	Miscellaneous	Cardamine bulbifera	82356.0
	Tectona grandis	Plant ID:41396	Miscellaneous	Tectona grandis	41396.0
	Cycnogeton procerum	Plant ID:55446	Miscellaneous	Cycnogeton procerum	55446.0
	Camellia kissii	Plant ID:319927	Miscellaneous	Camellia kissii	319927.0
	Camellia pitardii	Plant ID:319928	Miscellaneous	Camellia pitardii	319928.0
traveler's delight	Traveler's delight	Plant ID:254393	Miscellaneous	Apios priceana	254393.0
	Vitis girdiana	Plant ID:754098	Miscellaneous	Vitis girdiana	754098.0
	Vitis monticola	Plant ID:754101	Miscellaneous	Vitis monticola	754101.0
	Aster fastigiatus	Plant ID:1196476	Miscellaneous	Aster fastigiatus	1196476.0
	Ribes orientale	Plant ID:208501	Miscellaneous	Ribes orientale	208501.0
	Festuca ovina	Plant ID:98750	Miscellaneous	Festuca ovina	98750.0
	Vitis palmata	Plant ID:754102	Miscellaneous	Vitis palmata	754102.0
catbrier; cat greenbrier	Catbrier	Plant ID:58705	Miscellaneous	Smilax glauca	58705.0
	Vitis vulpina	Plant ID:754105	Miscellaneous	Vitis vulpina	754105.0
	Cirsium japonicum	Plant ID:516546	Flower	Cirsium japonicum	516546.0
	Aster incisus	Plant ID:1196483	Miscellaneous	Aster incisus	1196483.0
jin qiao	Jin qiao	Plant ID:516549	Miscellaneous	Fagopyrum dibotrys	516549.0
labrador tea	Labrador tea	Plant ID:49605	Miscellaneous	Rhododendron groenlandicum	49605.0
di gua er miao; shiny bugleweed; shiro ne	Di gua er miao	Plant ID:516551	Miscellaneous	Lycopus lucidus	516551.0
	Ribes himalense	Plant ID:208503	Miscellaneous	Ribes himalense	208503.0
alkali sacaton	Alkali sacaton	Plant ID:65992	Miscellaneous	Sporobolus airoides	65992.0
mexican plum	Mexican plum	Plant ID:151437	Miscellaneous	Prunus mexicana	151437.0
	Nymphoides peltata	Plant ID:49614	Miscellaneous	Nymphoides peltata	49614.0
sapotillo; sapote	Sapotillo	Plant ID:82384	Miscellaneous	Matisia cordata	82384.0
	Taraxacum japonicum	Plant ID:131536	Miscellaneous	Taraxacum japonicum	131536.0
scots pine; scotch pine	Scots pine	Plant ID:3349	Miscellaneous	Pinus sylvestris	3349.0
	Rhododendron anthopogon	Plant ID:49619	Miscellaneous	Rhododendron anthopogon	49619.0
green pine; japanese black pine	Green pine	Plant ID:3350	Miscellaneous	Pinus thunbergii	3350.0
water oak	Water oak	Plant ID:262615	Miscellaneous	Quercus nigra	262615.0
	Fritillaria atropurpurea	Plant ID:1532378	Miscellaneous	Fritillaria atropurpurea	1532378.0
shumard oak; swamp red oak	Shumard oak	Plant ID:262619	Miscellaneous	Quercus shumardii	262619.0
lemon gras; lemon grass; lemon gra	Lemon gras	Plant ID:66014	Vegetable	Cymbopogon citratus	66014.0
	Myriactis nepalensis	Plant ID:1196511	Miscellaneous	Myriactis nepalensis	1196511.0
swamp chestnut oak; basket oak	Swamp chestnut oak	Plant ID:262624	Miscellaneous	Quercus michauxii	262624.0
southern crabgras; southern crabgrass; summer gra; summer gras; southern crabgra; summer grass	Southern crabgras	Plant ID:66018	Miscellaneous	Digitaria ciliaris	66018.0
	Saxifraga fusca	Plant ID:90601	Miscellaneous	Saxifraga fusca	90601.0
	Artemisia gmelinii	Plant ID:401898	Miscellaneous	Artemisia gmelinii	401898.0
	Erythronium japonicum	Plant ID:49642	Miscellaneous	Erythronium japonicum	49642.0
	Micranthes pensylvanica	Plant ID:90609	Miscellaneous	Micranthes pensylvanica	90609.0
chinese squill; japanese jacinth	Chinese squill	Plant ID:49652	Miscellaneous	Scilla scilloides	49652.0
	Artemisia laciniata	Plant ID:401909	Miscellaneous	Artemisia laciniata	401909.0
	Leucas lanata	Plant ID:483830	Miscellaneous	Leucas lanata	483830.0
	Polygonatum macropodum	Plant ID:557558	Miscellaneous	Polygonatum macropodum	557558.0
	Micranthes spicata	Plant ID:90613	Miscellaneous	Micranthes spicata	90613.0
china root	China root	Plant ID:49657	Miscellaneous	Smilax china	49657.0
broad leaved lime	Broad leaved lime	Plant ID:82423	Miscellaneous	Tilia platyphyllos	82423.0
	Carex kobomugi	Plant ID:418299	Miscellaneous	Carex kobomugi	418299.0
	Allium acuminatum	Plant ID:1286652	Miscellaneous	Allium acuminatum	1286652.0
	Artemisia michauxiana	Plant ID:401916	Miscellaneous	Artemisia michauxiana	401916.0
	Allium bisceptrum	Plant ID:1286654	Miscellaneous	Allium bisceptrum	1286654.0
candleberry tree; popcorn tree; chinese tallowtree	Candleberry tree	Plant ID:139772	Miscellaneous	Triadica sebifera	139772.0
	Paris polyphylla	Plant ID:49666	Plant	Paris polyphylla	49666.0
	Paris japonica	Plant ID:49668	Miscellaneous	Paris japonica	49668.0
	Allium douglasii	Plant ID:1286661	Miscellaneous	Allium douglasii	1286661.0
	Aucuba japonica	Plant ID:16901	Miscellaneous	Aucuba japonica	16901.0
	Cornus chinensis	Plant ID:16903	Miscellaneous	Cornus chinensis	16903.0
beeweed; common blue wood aster	Beeweed	Plant ID:41480	Miscellaneous	Symphyotrichum cordifolium	41480.0
	Allium kunthii	Plant ID:1286665	Miscellaneous	Allium kunthii	1286665.0
	Acacia concinna	Plant ID:1524234	Miscellaneous	Acacia concinna	1524234.0
	Allium macropetalum	Plant ID:1286667	Miscellaneous	Allium macropetalum	1286667.0
japanese cornel	Japanese cornel	Plant ID:16906	Plant	Cornus officinalis	16906.0
pocosin pine; pond pine	Pocosin pine	Plant ID:188934	Miscellaneous	Pinus serotina	188934.0
	Atractylodes lancea	Plant ID:41486	Plant	Atractylodes lancea	41486.0
wax work; staff vine; american bittersweet	Wax work	Plant ID:123407	Miscellaneous	Celastrus scandens	123407.0
	Trillium camschatcense	Plant ID:49675	Miscellaneous	Trillium camschatcense	49675.0
toadshade	Toadshade	Plant ID:49676	Miscellaneous	Trillium sessile	49676.0
creeping blueberry	Creeping blueberry	Plant ID:180752	Miscellaneous	Vaccinium crassifolium	180752.0
	Helwingia japonica	Plant ID:16915	Miscellaneous	Helwingia japonica	16915.0
english daisy	English daisy	Plant ID:41492	Miscellaneous	Bellis perennis	41492.0
	Vaccinium cylindraceum	Plant ID:180753	Miscellaneous	Vaccinium cylindraceum	180753.0
common marigold; pot marigold	Common marigold	Plant ID:41496	Flower	Calendula officinalis	41496.0
	Cola nitida	Plant ID:82457	Miscellaneous	Cola nitida	82457.0
	Euonymus europaeus	Plant ID:123417	Miscellaneous	Euonymus europaeus	123417.0
bilberry; whortleberry	Bilberry	Plant ID:180763	Fruit	Vaccinium myrtillus	180763.0
	Carlina vulgaris	Plant ID:41500	Miscellaneous	Carlina vulgaris	41500.0
ogeechee lime	Ogeechee lime	Plant ID:16925	Miscellaneous	Nyssa ogeche	16925.0
red huckleberry	Red huckleberry	Plant ID:180766	Miscellaneous	Vaccinium parvifolium	180766.0
	Vaccinium reticulatum	Plant ID:180767	Miscellaneous	Vaccinium reticulatum	180767.0
	Asphodeline lutea	Plant ID:49696	Miscellaneous	Asphodeline lutea	49696.0
smooth distaff thistle	Smooth distaff thistle	Plant ID:41502	Miscellaneous	Carthamus lanatus	41502.0
	Asphodelus aestivus	Plant ID:49698	Miscellaneous	Asphodelus aestivus	49698.0
	Sempervivum caucasicum	Plant ID:1532445	Miscellaneous	Sempervivum caucasicum	1532445.0
cowberry; lingenberry	Cowberry	Plant ID:180772	Miscellaneous	Vaccinium vitis-idaea	180772.0
ground hemlock; canada yew	Ground hemlock	Plant ID:88032	Miscellaneous	Taxus canadensis	88032.0
	Vaccinium padifolium	Plant ID:180765	Miscellaneous	Vaccinium padifolium	180765.0
	Centaurea calcitrapa	Plant ID:41511	Miscellaneous	Centaurea calcitrapa	41511.0
	Plantago camtschatica	Plant ID:223176	Miscellaneous	Plantago camtschatica	223176.0
	Vaccinium smallii	Plant ID:180768	Miscellaneous	Vaccinium smallii	180768.0
	Fritillaria verticillata	Plant ID:1352234	Miscellaneous	Fritillaria verticillata	1352234.0
	Camassia leichtlinii	Plant ID:49707	Miscellaneous	Camassia leichtlinii	49707.0
	Descurainia antarctica	Plant ID:983595	Miscellaneous	Descurainia antarctica	983595.0
	Gleditsia caspica	Plant ID:66090	Miscellaneous	Gleditsia caspica	66090.0
rong mao zao jia	Rong mao zao jia	Plant ID:66093	Miscellaneous	Gleditsia japonica	66093.0
dagger plant	Dagger plant	Plant ID:203639	Miscellaneous	Yucca aloifolia	203639.0
	Gleditsia sinensis	Plant ID:66096	Herbs and Spices	Gleditsia sinensis	66096.0
	Gymnocladus chinensis	Plant ID:66097	Miscellaneous	Gymnocladus chinensis	66097.0
bachelor's button; blue bottle	Bachelor's button	Plant ID:41522	Miscellaneous	Centaurea cyanus	41522.0
false flax; gold of pleasure	False flax	Plant ID:90675	Miscellaneous	Camelina sativa	90675.0
	Artemisia dracunculoides	Plant ID:205364	Miscellaneous	Artemisia dracunculoides	205364.0
star of bethlehem	Star of bethlehem	Plant ID:352820	Miscellaneous	Loncomelos narbonense	352820.0
	Pelargonium crispum	Plant ID:1417776	Miscellaneous	Pelargonium crispum	1417776.0
	Agrimonia eupatoria	Plant ID:57912	Miscellaneous	Agrimonia eupatoria	57912.0
western white trillium	Western white trillium	Plant ID:82492	Miscellaneous	Trillium ovatum	82492.0
	Filipendula ulmaria	Plant ID:57917	Miscellaneous	Filipendula ulmaria	57917.0
european strawberry; woodland strawberry; alpine strawberry; wild strawberry; wood strawberry	European strawberry	Plant ID:57918	Miscellaneous	Fragaria vesca	57918.0
	Geum urbanum	Plant ID:57919	Miscellaneous	Geum urbanum	57919.0
	Artemisia sieversiana	Plant ID:205378	Miscellaneous	Artemisia sieversiana	205378.0
	Trillium smallii	Plant ID:82499	Miscellaneous	Trillium smallii	82499.0
	Osmunda japonica	Plant ID:90693	Miscellaneous	Osmunda japonica	90693.0
	Potentilla anserina	Plant ID:57926	Miscellaneous	Potentilla anserina	57926.0
	Trillium tschonoskii	Plant ID:82502	Miscellaneous	Trillium tschonoskii	82502.0
painted trillium	Painted trillium	Plant ID:82504	Miscellaneous	Trillium undulatum	82504.0
	Ligularia japonica	Plant ID:262730	Miscellaneous	Ligularia japonica	262730.0
galip	Galip	Plant ID:246347	Miscellaneous	Canarium indicum	246347.0
	Palaquium gutta	Plant ID:1524299	Miscellaneous	Palaquium gutta	1524299.0
	Phyllostachys propinqua	Plant ID:524874	Miscellaneous	Phyllostachys propinqua	524874.0
chinese olife; chinese olive; kanari; java almond	Chinese olife	Plant ID:246350	Miscellaneous	Canarium vulgare	246350.0
canada thistle	Canada thistle	Plant ID:41550	Miscellaneous	Cirsium arvense	41550.0
	Rubus chamaemorus	Plant ID:57936	Miscellaneous	Rubus chamaemorus	57936.0
	Leptadenia lanceolata	Plant ID:156241	Miscellaneous	Leptadenia lanceolata	156241.0
	Coreopsis tinctoria	Plant ID:41554	Miscellaneous	Coreopsis tinctoria	41554.0
lapland cornel	Lapland cornel	Plant ID:164435	Miscellaneous	Cornus suecica	164435.0
	Potentilla erecta	Plant ID:57940	Miscellaneous	Potentilla erecta	57940.0
	Hemerocallis middendorffii	Plant ID:213589	Miscellaneous	Hemerocallis middendorffii	213589.0
	Potentilla fragarioides	Plant ID:57939	Miscellaneous	Potentilla fragarioides	57939.0
	Alchemilla alpina	Plant ID:57943	Miscellaneous	Alchemilla alpina	57943.0
	Commiphora wightii	Plant ID:246360	Miscellaneous	Commiphora wightii	246360.0
	Alchemilla arvensis	Plant ID:57945	Miscellaneous	Alchemilla arvensis	57945.0
	Dryas octopetala	Plant ID:57948	Miscellaneous	Dryas octopetala	57948.0
	Dacryodes edulis	Plant ID:246365	Miscellaneous	Dacryodes edulis	246365.0
saffron crocus; saffron crocu	Saffron crocus	Plant ID:82528	Herbs and Spices	Crocus sativus	82528.0
florist's chrysanthemum	Florist's chrysanthemum	Plant ID:41568	Miscellaneous	Chrysanthemum x morifolium	41568.0
california bayberry; california wax myrtle	California bayberry	Plant ID:262753	Miscellaneous	Morella californica	262753.0
paper mulberry; gou shu	Paper mulberry	Plant ID:172644	Miscellaneous	Broussonetia papyrifera	172644.0
yama momo; chinese arbutu; chinese arbutus; chinese bayberry; yang mei	Yama momo	Plant ID:262757	Fruit	Morella rubra	262757.0
	Myrica nagi	Plant ID:262756	Miscellaneous	Myrica nagi	262756.0
	Aleurites moluccanus	Plant ID:123498	Miscellaneous	Aleurites moluccanus	123498.0
skunkbush	Skunkbush	Plant ID:246378	Miscellaneous	Rhus trilobata	246378.0
	Physalis crassifolia	Plant ID:49773	Miscellaneous	Physalis crassifolia	49773.0
	Cleomella serrulata	Plant ID:377454	Miscellaneous	Cleomella serrulata	377454.0
	Grindelia hirsutula	Plant ID:1114741	Miscellaneous	Grindelia hirsutula	1114741.0
fortune's plum yew; chinese plum yew	Fortune's plum yew	Plant ID:66169	Miscellaneous	Cephalotaxus fortunei	66169.0
	Astroloma pinifolium	Plant ID:254586	Miscellaneous	Astroloma pinifolium	254586.0
green ephedra	Green ephedra	Plant ID:66172	Miscellaneous	Ephedra viridis	66172.0
	Leibnitzia anandria	Plant ID:41596	Miscellaneous	Leibnitzia anandria	41596.0
canada hemlock	Canada hemlock	Plant ID:66173	Miscellaneous	Tsuga canadensis	66173.0
earthnut; black zira	Earthnut	Plant ID:377473	Miscellaneous	Bunium bulbocastanum	377473.0
rattleweed; horseflyweed; yellow broom; indigo broom	Rattleweed	Plant ID:49797	Miscellaneous	Baptisia tinctoria	49797.0
	Kosteletzkya pentacarpos	Plant ID:1663622	Miscellaneous	Kosteletzkya pentacarpos	1663622.0
texas redbud	Texas redbud	Plant ID:49801	Miscellaneous	Cercis canadensis	49801.0
	Cercis siliquastrum	Plant ID:49802	Miscellaneous	Cercis siliquastrum	49802.0
	Bunium ferulaceum	Plant ID:377483	Miscellaneous	Bunium ferulaceum	377483.0
	Leptecophylla juniperina	Plant ID:254603	Miscellaneous	Leptecophylla juniperina	254603.0
	Grindelia squarrosa	Plant ID:1114761	Miscellaneous	Grindelia squarrosa	1114761.0
	Erythranthe lutea	Plant ID:270988	Miscellaneous	Erythranthe lutea	270988.0
muskflower	Muskflower	Plant ID:270993	Miscellaneous	Erythranthe moschata	270993.0
flowering quince; he yuan zi	Flowering quince	Plant ID:320146	Miscellaneous	Chaenomeles japonica	320146.0
	Allium geyeri	Plant ID:475796	Miscellaneous	Allium geyeri	475796.0
	Rumex maritimus	Plant ID:467604	Miscellaneous	Rumex maritimus	467604.0
zira; black caraway	Zira	Plant ID:377494	Miscellaneous	Bunium persicum	377494.0
	Carya cathayensis	Plant ID:139927	Miscellaneous	Carya cathayensis	139927.0
pignut; bitternut; swamp hickory	Pignut	Plant ID:139928	Miscellaneous	Carya cordiformis	139928.0
japanese maple	Japanese maple	Plant ID:66201	Miscellaneous	Acer palmatum	66201.0
nogal; nutmeg hickory	Nogal	Plant ID:139929	Miscellaneous	Carya myristiciformis	139929.0
	Acrothamnus montanus	Plant ID:254616	Miscellaneous	Acrothamnus montanus	254616.0
	Allium oleraceum	Plant ID:467612	Miscellaneous	Allium oleraceum	467612.0
hedge maple; field maple	Hedge maple	Plant ID:66205	Miscellaneous	Acer campestre	66205.0
hornbeam maple	Hornbeam maple	Plant ID:66206	Miscellaneous	Acer carpinifolium	66206.0
vine maple	Vine maple	Plant ID:66207	Miscellaneous	Acer circinatum	66207.0
	Crotalaria sessiliflora	Plant ID:1237663	Miscellaneous	Crotalaria sessiliflora	1237663.0
dyer's greenweed	Dyer's greenweed	Plant ID:49825	Miscellaneous	Genista tinctoria	49825.0
	Acer distylum	Plant ID:66210	Miscellaneous	Acer distylum	66210.0
canyon maple; big leaf maple; oregon maple	Canyon maple	Plant ID:66211	Miscellaneous	Acer macrophyllum	66211.0
	Glycyrrhiza glabra	Plant ID:49827	Herbs and Spices	Glycyrrhiza glabra	49827.0
	Lathyrus tuberosus	Plant ID:49829	Miscellaneous	Lathyrus tuberosus	49829.0
ajipo; ajipa; yam bean	Ajipo	Plant ID:205478	Miscellaneous	Pachyrhizus ahipa	205478.0
	Pulmonaria saccharata	Plant ID:1778334	Miscellaneous	Pulmonaria saccharata	1778334.0
jicama; jiquima; yam bean	Jicama	Plant ID:205481	Miscellaneous	Pachyrhizus tuberosus	205481.0
	Melichrus urceolatus	Plant ID:254636	Miscellaneous	Melichrus urceolatus	254636.0
	Cephalotaxus harringtonia	Plant ID:58029	Miscellaneous	Cephalotaxus harringtonia	58029.0
	Santolina chamaecyparissus	Plant ID:41644	Miscellaneous	Santolina chamaecyparissus	41644.0
	Sophora davidii	Plant ID:49839	Miscellaneous	Sophora davidii	49839.0
	Sorbus japonica	Plant ID:1770156	Miscellaneous	Sorbus japonica	1770156.0
	Synurus deltoides	Plant ID:41648	Miscellaneous	Synurus deltoides	41648.0
	Tarchonanthus camphoratus	Plant ID:41650	Miscellaneous	Tarchonanthus camphoratus	41650.0
	Sorbus thibetica	Plant ID:1770163	Miscellaneous	Sorbus thibetica	1770163.0
meadow salsify; jack go to bed at noon; shepherd's clock; john go to bed at noon	Meadow salsify	Plant ID:41653	Miscellaneous	Tragopogon pratensis	41653.0
common juniper	Common juniper	Plant ID:58039	Fruit	Juniperus communis	58039.0
	Knorringia sibirica	Plant ID:328376	Miscellaneous	Knorringia sibirica	328376.0
pink fairy; pink fairies	Pink fairy	Plant ID:238265	Miscellaneous	Clarkia pulchella	238265.0
swiss stone pine; arve; arf; zirbelkiefer	Swiss stone pine	Plant ID:58041	Miscellaneous	Pinus cembra	58041.0
austrian pine; corsican pine; black pine	Austrian pine	Plant ID:58042	Miscellaneous	Pinus nigra	58042.0
	Podocarpus macrophyllus	Plant ID:58043	Miscellaneous	Podocarpus macrophyllus	58043.0
	Thermopsis fabacea	Plant ID:49853	Miscellaneous	Thermopsis fabacea	49853.0
	Platycladus orientalis	Plant ID:58046	Miscellaneous	Platycladus orientalis	58046.0
chinese nutmeg yew	Chinese nutmeg yew	Plant ID:58047	Miscellaneous	Torreya grandis	58047.0
	Polypodium vulgare	Plant ID:58048	Miscellaneous	Polypodium vulgare	58048.0
	Eupomatia laurina	Plant ID:49863	Miscellaneous	Eupomatia laurina	49863.0
	Oenothera albicaulis	Plant ID:238281	Miscellaneous	Oenothera albicaulis	238281.0
sichuan pepper; hua jiao	Sichuan pepper	Plant ID:328401	Miscellaneous	Zanthoxylum bungeanum	328401.0
	Picea smithiana	Plant ID:123602	Miscellaneous	Picea smithiana	123602.0
sichuan pepper; ye hua jiao	Sichuan pepper	Plant ID:328402	Miscellaneous	Zanthoxylum simulans	328402.0
kumba; scarlet eggplant; gilo	Kumba	Plant ID:205524	Miscellaneous	Solanum aethiopicum	205524.0
rock elm; cork elm	Rock elm	Plant ID:180953	Miscellaneous	Ulmus thomasii	180953.0
field marigold	Field marigold	Plant ID:99035	Miscellaneous	Calendula arvensis	99035.0
	Chamaemelum nobile	Plant ID:99037	Miscellaneous	Chamaemelum nobile	99037.0
crown daisy	Crown daisy	Plant ID:99038	Miscellaneous	Glebionis coronaria	99038.0
	Quercus velutina	Plant ID:500452	Miscellaneous	Quercus velutina	500452.0
vassourinha; licorice weed; tapixaba; sweet broom; escobilla	Vassourinha	Plant ID:107240	Herbs and Spices	Scoparia dulcis	107240.0
	Quercus leucotrichophora	Plant ID:1245933	Miscellaneous	Quercus leucotrichophora	1245933.0
	Saussurea maximowiczii	Plant ID:254701	Miscellaneous	Saussurea maximowiczii	254701.0
hill cardamom; greater cardamom	Hill cardamom	Plant ID:1008370	Miscellaneous	Amomum subulatum	1008370.0
pardillo; lourinho; salmwood; urua; ajo ajo; canalete	Pardillo	Plant ID:246517	Miscellaneous	Cordia alliodora	246517.0
phureja; chaucha	Phureja	Plant ID:172790	Miscellaneous	Solanum phureja	172790.0
	Solanum maglia	Plant ID:172791	Miscellaneous	Solanum maglia	172791.0
	Ismelia carinata	Plant ID:99064	Miscellaneous	Ismelia carinata	99064.0
	Solanum jamesii	Plant ID:172793	Miscellaneous	Solanum jamesii	172793.0
	Solanum stenotomum	Plant ID:172797	Miscellaneous	Solanum stenotomum	172797.0
mataserrano; peruvian pepino; melon pear	Mataserrano	Plant ID:205567	Miscellaneous	Solanum muricatum	205567.0
	Leucanthemum vulgare	Plant ID:99072	Miscellaneous	Leucanthemum vulgare	99072.0
	Lithospermum officinale	Plant ID:475907	Miscellaneous	Lithospermum officinale	475907.0
	Euterpe oleracea	Plant ID:115466	Miscellaneous	Euterpe oleracea	115466.0
	Salix nipponica	Plant ID:1114891	Miscellaneous	Salix nipponica	1114891.0
	Wittsteinia vacciniacea	Plant ID:49932	Miscellaneous	Wittsteinia vacciniacea	49932.0
	Solanum sisymbriifolium	Plant ID:205582	Miscellaneous	Solanum sisymbriifolium	205582.0
	Viola mirabilis	Plant ID:369422	Miscellaneous	Viola mirabilis	369422.0
	Trifolium gracilentum	Plant ID:74515	Miscellaneous	Trifolium gracilentum	74515.0
	Solanum triflorum	Plant ID:205588	Miscellaneous	Solanum triflorum	205588.0
	Trifolium hybridum	Plant ID:74517	Miscellaneous	Trifolium hybridum	74517.0
	Gentiana cruciata	Plant ID:49943	Miscellaneous	Gentiana cruciata	49943.0
	Asarum nipponicum	Plant ID:336664	Miscellaneous	Asarum nipponicum	336664.0
pulasan	Pulasan	Plant ID:336665	Miscellaneous	Nephelium ramboutan-ake	336665.0
	Trifolium lupinaster	Plant ID:74519	Miscellaneous	Trifolium lupinaster	74519.0
	Crassocephalum crepidioides	Plant ID:189211	Miscellaneous	Crassocephalum crepidioides	189211.0
	Hydrangea platyarguta	Plant ID:123676	Miscellaneous	Hydrangea platyarguta	123676.0
	Emilia coccinea	Plant ID:189213	Miscellaneous	Emilia coccinea	189213.0
